id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
d08ee6f8-b368-42b1-8d41-b72a36ead9a3,Sra. Bruna Lopes,1962-06-10,558.408.824-44,16933973,Pimenta,RN,Brasil,M,(021) 0579 6661,55840882444@exemplo.com.br,2023-07-19
e4e325ce-64b0-4917-99bc-d5082ec2412c,Bárbara Camargo,1935-07-27,555.210.058-08,30174573,Almeida Grande,PI,Brasil,M,41 1426 0014,55521005808@exemplo.com.br,2024-09-01
4f3e4cb3-230f-46a4-a82b-5a03efc3ca5c,Ana Beatriz Correia,1982-07-28,307.142.395-78,25622972,Macedo Paulista,RO,Brasil,F,(084) 9186-5268,30714239578@exemplo.com.br,2025-03-22
f3120128-d699-487d-add9-095f72363023,Sr. Kaique Porto,1952-05-28,412.262.943-44,44317-600,Freitas,SP,Brasil,F,+55 (071) 1451 6970,41226294344@exemplo.com.br,2024-03-17
804f9f71-9003-4a0f-9115-3babdd1c5c1a,Rafael Santos,1989-02-18,563.690.681-44,64876060,Sampaio da Prata,RR,Brasil,M,(021) 3699 3722,56369068144@exemplo.com.br,2024-01-20
eee3c9b5-9a73-4e30-921c-797ad6346784,Maria Isis Viana,1996-06-08,422.505.426-13,08833859,da Conceição da Praia,SE,Brasil,M,+55 31 9498-4626,42250542613@exemplo.com.br,2025-05-02
ca74ca36-db3e-4cf1-bd8c-464850ea7e25,Eloah Castro,1963-09-27,119.700.334-16,20954-188,Vieira das Flores,RR,Brasil,F,(041) 4460 0888,11970033416@exemplo.com.br,2024-01-12
87a2c246-1ed0-4709-8490-135eac021cfc,Daniela Aparecida,1989-02-12,080.404.943-06,78736-288,Alves de Ferreira,AL,Brasil,F,(031) 7759 8179,08040494306@exemplo.com.br,2025-01-10
86edd0f0-fef8-4fa5-b83a-c67f183f042f,Mariah Monteiro,1945-06-02,192.055.570-27,31108941,Gomes de Guerra,DF,Brasil,M,+55 31 5728 7621,19205557027@exemplo.com.br,2025-01-17
8f176cf2-1487-4846-8449-baeba84e6578,Alana Teixeira,1941-08-23,450.018.115-21,36511597,Teixeira,MS,Brasil,F,+55 71 3170 4218,45001811521@exemplo.com.br,2024-07-06
b8c58572-95b9-4718-86d8-f5cbac3dfb95,Dr. Bruno Moura,2005-01-12,018.981.814-33,55943245,Rezende do Norte,MA,Brasil,M,(051) 5007-7926,01898181433@exemplo.com.br,2024-02-04
1d43702e-e2d1-4206-8bc1-fd3d31e209e2,Valentina Ramos,1953-05-08,633.254.026-68,06484133,Vargas de Lima,TO,Brasil,M,41 9809-2372,63325402668@exemplo.com.br,2025-03-06
64e6cf5a-b66a-4abd-98f2-11d04a18a3d3,Ana Luiza Nascimento,1965-03-27,776.596.840-06,99615509,Fernandes,AC,Brasil,M,+55 (084) 5433-4979,77659684006@exemplo.com.br,2025-05-16
04ed561c-e42c-41d9-b70e-58a1344a3cc4,Milena Costa,1982-08-30,130.053.510-74,27316860,Barros,AL,Brasil,F,11 0400-8714,13005351074@exemplo.com.br,2024-06-20
7bece714-0e30-4140-8f7b-2b2ccb6c7cf5,Cauã Azevedo,1989-01-16,764.050.787-63,69502090,Vieira do Norte,PE,Brasil,F,+55 (081) 5654-0434,76405078763@exemplo.com.br,2024-09-04
76b976eb-c3bf-474c-9365-6201562454c6,Matheus Moura,1963-12-12,455.582.464-36,91865-936,Lopes da Serra,CE,Brasil,M,+55 81 5126 3365,45558246436@exemplo.com.br,2024-08-06
791f480b-2b2d-4697-b3d3-348a200df1fc,Zoe Barbosa,1952-09-05,504.176.021-38,96726608,Siqueira do Amparo,TO,Brasil,M,0900-054-0207,50417602138@exemplo.com.br,2024-09-15
c395c5a5-5c89-474f-ad0e-239a49674e11,Cauê Cassiano,1937-02-05,202.306.019-19,86215-274,Rocha de Viana,RO,Brasil,M,+55 71 0046 3206,20230601919@exemplo.com.br,2025-03-04
45b2dc69-bdfc-4dfb-8b78-0442275a9b54,Maria Luiza Barros,1957-11-21,696.868.751-98,92597-048,Rocha do Norte,RS,Brasil,F,(081) 8767-0797,69686875198@exemplo.com.br,2024-01-05
853f7e6f-e9ce-4231-911d-21e8cba4b82a,Oliver da Mata,1962-10-09,004.138.496-49,40205246,Pinto de Cirino,PR,Brasil,F,+55 11 0511-1697,00413849649@exemplo.com.br,2023-08-27
ef703490-ff50-4108-9f14-fab811e5ccda,Dra. Maria Laura Melo,1990-07-04,801.884.830-58,25599-030,Moreira,MT,Brasil,F,84 8393 0758,80188483058@exemplo.com.br,2024-03-15
84e5d959-9990-4b62-8781-32d2e24f7d6e,Lucas Gabriel Costa,1941-08-15,526.697.656-78,10896757,Casa Grande Alegre,MS,Brasil,M,+55 (051) 2948 0213,52669765678@exemplo.com.br,2024-03-12
b95402d3-825c-4dc3-b872-fcaa6d0cb315,Gustavo Câmara,1981-07-15,066.192.296-90,93620682,Sousa,RR,Brasil,F,41 3306-1062,06619229690@exemplo.com.br,2024-11-13
befcd68d-82f6-4f2c-9d8a-10740bd5ee0f,Cauã das Neves,1960-02-15,623.113.178-87,01381-129,Macedo da Mata,AP,Brasil,F,11 2212-8047,62311317887@exemplo.com.br,2024-05-14
d7dd576d-e171-4898-a15a-0cd9be09c196,Vinícius das Neves,1959-02-13,958.503.087-81,52005301,Vieira,CE,Brasil,F,+55 61 9138 0327,95850308781@exemplo.com.br,2023-07-09
fa1e3e2a-089a-474c-a2a5-b151ce9d1233,Erick Teixeira,1996-01-10,137.619.358-48,82611645,Viana,GO,Brasil,F,(081) 1740-0359,13761935848@exemplo.com.br,2025-01-12
a13bae27-da3e-4d9d-8ec8-3c16fd6534ff,Caroline Porto,2001-06-29,150.905.588-21,02887380,Rezende Paulista,SC,Brasil,F,(084) 7771-3589,15090558821@exemplo.com.br,2023-12-31
570e0016-de1e-40ca-9623-549eb9d25104,Srta. Bruna Rios,1987-12-27,190.769.436-81,10981-599,Pimenta de Novaes,MG,Brasil,M,+55 21 9059-7157,19076943681@exemplo.com.br,2024-10-06
cc4f056e-5be3-4b14-a947-a3860d001cbe,Igor Peixoto,2002-01-24,731.288.161-43,94292927,Fernandes do Sul,MG,Brasil,F,(021) 1849 6525,73128816143@exemplo.com.br,2023-07-25
251cd11e-a82e-4312-ad1d-c7dec70bebb4,Maria Liz Cassiano,1982-06-27,852.702.367-56,40289-515,Freitas,RO,Brasil,M,0800 899 3080,85270236756@exemplo.com.br,2024-04-14
0698c38f-4684-4e89-b1be-0d83579bd016,Sr. Gael Siqueira,1951-06-10,685.995.522-29,81304-476,Cavalcante,PA,Brasil,M,+55 81 1977 2759,68599552229@exemplo.com.br,2024-11-16
6061a5c9-168c-433a-93b5-47c4e9430733,Lunna Machado,2005-05-10,927.336.321-26,86187513,Borges,MS,Brasil,F,(084) 4390-9042,92733632126@exemplo.com.br,2024-07-28
bad295c3-5173-4fdc-a595-78ff66bad627,Vicente Sousa,1952-06-24,431.163.050-07,52412-462,Pereira de Macedo,PA,Brasil,M,+55 (061) 9118-6914,43116305007@exemplo.com.br,2024-08-28
85eeaed4-7cc1-4751-80bb-e9dc46c9e279,Arthur Farias,1942-08-18,748.872.807-76,27064364,Leão,GO,Brasil,M,+55 31 2351 5032,74887280776@exemplo.com.br,2023-06-21
dc41dd92-f658-40c6-8ece-e44c27618bc8,Dr. Vitor Gabriel Castro,1942-07-29,733.544.529-34,85559-738,Barros,SC,Brasil,F,0500 904 0324,73354452934@exemplo.com.br,2025-04-14
c227bf48-b568-4169-a911-eccba29f6c08,José Martins,1988-01-19,222.205.819-77,96365-438,Novais de Martins,PR,Brasil,M,+55 61 9111 0700,22220581977@exemplo.com.br,2025-05-11
73dbf1df-a3c3-4274-8a57-dbe97919781e,Sophie Martins,1960-03-04,839.339.874-51,46625-620,Vieira,MG,Brasil,F,0300-468-9940,83933987451@exemplo.com.br,2025-03-01
13a38b70-e3a4-4dd6-bfeb-dd083ca5b2af,Miguel Barros,1950-11-09,155.431.994-58,72286-648,Moura,MT,Brasil,F,+55 81 7317-2029,15543199458@exemplo.com.br,2024-09-03
6f4a72f0-c366-47c9-9569-532d2b2025cd,Maria Clara Novaes,1978-12-26,663.684.731-98,26021-550,Farias,SP,Brasil,M,0300 718 5255,66368473198@exemplo.com.br,2024-02-24
bc505886-33ad-4c36-8870-62efe03280e9,Alice Gomes,1979-07-11,499.266.059-70,51494400,Freitas,PR,Brasil,M,84 2943-0107,49926605970@exemplo.com.br,2025-02-05
c69e7be1-d8d9-4f2a-99ee-7a8449f00ee5,João Guilherme Novaes,1979-02-02,384.286.476-06,79365-020,Barros da Prata,MG,Brasil,F,+55 11 2636 1458,38428647606@exemplo.com.br,2024-08-27
750a5af4-883d-42a7-8aed-be213f60bc02,Eduardo Moura,1938-08-02,829.374.901-75,62944624,da Conceição do Amparo,GO,Brasil,M,+55 (084) 1293 6836,82937490175@exemplo.com.br,2024-10-10
e11f766c-87b2-4c1b-9d69-c7be48e414c7,Bella Campos,1989-11-18,155.244.713-30,32804-090,Andrade,CE,Brasil,F,(021) 5039 7059,15524471330@exemplo.com.br,2023-07-10
8e7aabda-93d6-4e27-9011-816a8240c10f,Luiz Miguel Porto,1940-05-04,108.410.453-30,26738660,Porto do Norte,SC,Brasil,M,+55 51 4510 0675,10841045330@exemplo.com.br,2025-05-24
7832b4f9-6205-4b44-b793-80ba1f116beb,Maria Freitas,1967-07-04,945.707.865-58,41087-977,Camargo do Sul,MA,Brasil,M,+55 11 1846-7885,94570786558@exemplo.com.br,2025-01-08
ab6afd43-f08b-40ab-9097-90ddf4a95615,Vinícius Vasconcelos,1949-10-23,105.201.772-63,45221-582,da Rocha das Flores,PB,Brasil,M,+55 (084) 7528 1564,10520177263@exemplo.com.br,2023-09-21
a552c614-4dce-4901-8d95-2fe7b50054b2,Vitor Gabriel Rocha,2002-01-20,321.165.119-51,85725-013,Santos,RJ,Brasil,F,+55 61 8937-6105,32116511951@exemplo.com.br,2024-11-09
135c827a-dbe6-4f0a-9616-10af48f76272,Dr. Anthony Gabriel Machado,1967-11-13,858.935.942-29,36011-680,Freitas,PE,Brasil,F,+55 11 6180-1366,85893594229@exemplo.com.br,2024-08-02
8dc38bd4-58ef-4fad-b8c2-ad87a0f1561b,José Cardoso,2005-12-04,409.221.155-04,90034-211,Cirino,AP,Brasil,M,+55 11 4359 5116,40922115504@exemplo.com.br,2024-11-03
eef672a3-d39a-404d-8fa5-066e911c8c11,Aylla Gonçalves,1987-07-05,772.179.327-98,06456824,da Costa,AL,Brasil,F,+55 (081) 7730 6364,77217932798@exemplo.com.br,2024-06-22
a9bb9952-f6f7-4a3c-b809-8e43370aee09,José Rocha,2003-09-11,673.969.825-71,30434-413,Peixoto,AL,Brasil,M,+55 81 8192-0000,67396982571@exemplo.com.br,2024-07-10
624375ee-27cb-442f-99dc-d704b421733f,Bárbara da Cunha,1957-09-14,499.050.913-40,19810-475,Leão,RS,Brasil,F,(061) 3156 6822,49905091340@exemplo.com.br,2023-11-20
f3ed271d-73dd-4c9a-884a-d4bd35ab9bd0,Henry Ferreira,1950-11-25,982.638.515-36,00348-607,Jesus Grande,RJ,Brasil,M,+55 (071) 6710 6019,98263851536@exemplo.com.br,2024-12-14
2cdec9d6-39c1-4501-b0af-b4ed990c1c79,Nicole da Mota,1953-02-25,663.558.718-91,40068555,Freitas da Serra,PE,Brasil,M,0900-753-3834,66355871891@exemplo.com.br,2023-11-15
a7792362-957b-420f-9f18-c47deddcb39c,Enzo Gabriel Melo,1968-06-21,964.333.762-62,44906430,Pinto,RR,Brasil,M,+55 51 2938 6873,96433376262@exemplo.com.br,2024-06-26
0d30bb01-96a5-4c50-be71-26b987247b38,Mariane Rezende,1950-05-31,573.118.186-54,63422846,Pimenta Verde,PE,Brasil,F,81 2998 9462,57311818654@exemplo.com.br,2024-04-21
b0c6907e-90bb-4c88-a443-6973a9c24721,Paulo Sousa,2007-03-27,353.141.672-50,27137089,Pastor,AL,Brasil,M,(071) 4265-7202,35314167250@exemplo.com.br,2023-11-12
73c2932a-81f4-4175-88ce-0cd97d90178c,Pedro Miguel Silva,1944-07-27,083.634.377-52,32188-214,Pastor,RR,Brasil,M,+55 (041) 6519-9916,08363437752@exemplo.com.br,2025-02-25
b0ce5cfa-7c52-4f2b-9900-c1cc5182f60f,Diego Pires,1958-03-30,292.894.154-69,66840396,Marques,RS,Brasil,F,0300 980 0821,29289415469@exemplo.com.br,2024-11-20
d1fb3edf-6725-46a7-9005-b61b974aee18,Lucas Almeida,1939-03-13,538.077.411-50,78729759,Sales,RN,Brasil,F,+55 31 8373 8209,53807741150@exemplo.com.br,2023-07-27
4defe738-49ed-4712-99eb-ae6e50abccd6,Isaac Correia,1957-01-05,660.055.731-52,08301499,da Cruz,AM,Brasil,F,+55 61 9860-3748,66005573152@exemplo.com.br,2024-02-06
09e1ec31-a6a7-4a7e-8ff5-0bc51615d63e,Maria Vitória Aragão,1952-03-09,336.876.796-13,34935242,Silva de Oliveira,RJ,Brasil,F,+55 (081) 8810 9498,33687679613@exemplo.com.br,2024-10-24
a078a317-7156-408d-a9a7-c84b63e97d24,Sr. Vitor Gabriel Casa Grande,2004-08-27,957.127.563-87,96284355,Cardoso de Garcia,PE,Brasil,M,71 2529-4780,95712756387@exemplo.com.br,2024-09-09
80e72b92-67a4-4602-87c4-b8681dc6f1e0,Isis Gomes,1952-08-07,573.758.225-92,03637-215,Pereira,CE,Brasil,M,0300-809-0910,57375822592@exemplo.com.br,2023-06-11
050b1d7d-b52f-4048-884e-fecbd283b8af,Lucas Pastor,1992-01-29,551.652.309-09,72608-173,Sá da Mata,AL,Brasil,M,+55 (011) 1291-1382,55165230909@exemplo.com.br,2024-12-23
78e1654c-acf1-48cc-a7f7-4fd09bb30c74,Ana Aparecida,2007-04-09,586.296.114-70,73377-335,Almeida,AP,Brasil,F,41 7728-5746,58629611470@exemplo.com.br,2023-09-03
ab043abd-ae39-4acb-ac9f-cf1ea84ffaab,Miguel Martins,1959-11-14,621.628.792-76,05330087,Andrade da Praia,RO,Brasil,F,+55 (031) 0435-0861,62162879276@exemplo.com.br,2025-04-05
902eb710-9c33-4ac1-afb2-c67588feefb9,Sr. Miguel Ribeiro,1973-02-16,188.877.985-28,62540653,Guerra,MA,Brasil,M,+55 11 2182 5333,18887798528@exemplo.com.br,2025-04-12
c8e36cfb-1bbf-4ef3-a264-4f3c904d7600,Esther Siqueira,1958-11-02,477.662.884-62,94797221,Vieira do Amparo,MG,Brasil,M,+55 81 7722-4582,47766288462@exemplo.com.br,2023-07-05
8e30049c-62bd-47f3-8ce7-ac253983b08f,Agatha Cirino,1994-08-24,821.614.886-74,51516305,Porto,MT,Brasil,F,(021) 1710-5811,82161488674@exemplo.com.br,2024-04-03
5df4d52b-3aec-4e31-bb9e-f7467435f23a,Hadassa Carvalho,1969-02-28,924.887.086-73,88298-049,Pastor,PB,Brasil,M,0500-587-4018,92488708673@exemplo.com.br,2023-09-16
a8758fcf-2ff4-4b05-85dc-aeb71284a110,Nicolas Pimenta,1962-03-07,658.434.242-17,54705-844,Alves,BA,Brasil,F,31 7149 9866,65843424217@exemplo.com.br,2025-02-14
9f1a1491-abf6-40ca-97cc-974e6c2aa530,Ravy Oliveira,1995-09-03,559.394.169-19,67415-674,Caldeira das Pedras,PE,Brasil,M,(041) 9837-0248,55939416919@exemplo.com.br,2024-11-22
a54d1bb3-79dd-4aa1-ae5c-36ea607f7a14,João Guilherme da Costa,1955-10-29,340.902.286-69,69290-463,Sales de Abreu,TO,Brasil,F,+55 81 4883 0747,34090228669@exemplo.com.br,2025-02-11
f488ff88-5056-404e-91ce-7bbbbc510b51,Heloísa Nascimento,1979-12-04,204.387.267-10,87360-977,Costela,PE,Brasil,F,+55 (051) 9846-0159,20438726710@exemplo.com.br,2024-04-07
43cbe29d-661b-43e9-b64f-7070cd545f83,Dra. Maya Pereira,1981-10-15,930.268.286-52,05798498,Gonçalves,DF,Brasil,M,0800-078-9394,93026828652@exemplo.com.br,2024-08-09
bcca84d8-0622-4a21-8ec7-b3440ae39f06,Dr. Brayan Araújo,1997-04-05,972.337.787-51,75189010,Macedo,MG,Brasil,M,21 4301 5316,97233778751@exemplo.com.br,2024-08-07
be1ecc70-4a52-4f0f-bf8f-0f277e850c3e,Ana Laura Rocha,1967-06-10,704.578.468-24,56101225,Novais de Minas,PE,Brasil,M,+55 (031) 9254 5127,70457846824@exemplo.com.br,2025-01-13
49945bce-c3bf-40b6-b811-b422c022c0e4,Caio Caldeira,1963-09-13,966.166.364-51,06134591,Pinto,PB,Brasil,M,+55 31 0794-4132,96616636451@exemplo.com.br,2024-10-13
37be62d3-4953-4bcc-87f6-582353b369a4,Emanuelly Cassiano,1962-07-11,721.057.952-08,08022642,Barbosa de Dias,MA,Brasil,M,(021) 5334 2351,72105795208@exemplo.com.br,2024-06-10
168b9bac-61e6-4b4b-8528-bf7080534a94,Isabella Fonseca,1986-10-14,772.492.199-96,24005-281,Macedo do Amparo,CE,Brasil,F,0300-978-3910,77249219996@exemplo.com.br,2024-07-20
6d6c200d-1cd1-4e43-a468-59cef153fa1f,Sophie Aragão,1943-01-28,115.417.698-64,55569535,Dias,AP,Brasil,M,51 2928 5702,11541769864@exemplo.com.br,2023-11-05
6119446c-7672-44e2-906c-73d55504f266,Ana Cecília Machado,1972-05-20,010.700.071-33,21493-563,Rios,MG,Brasil,F,0500 205 2254,01070007133@exemplo.com.br,2023-12-04
64d77b57-287b-4238-b242-d6247062a599,Caio Moreira,1947-01-06,822.555.156-41,85264-398,Abreu,BA,Brasil,M,+55 71 2724-3731,82255515641@exemplo.com.br,2024-05-21
6692a8a4-0e58-4fb1-9ad4-0b4d9a51df9b,Sr. Joaquim Rezende,1974-09-09,273.488.083-95,59296224,Azevedo dos Dourados,MA,Brasil,F,(051) 3127-3071,27348808395@exemplo.com.br,2024-03-30
e90c4894-7a0e-4fb6-b0a2-0d5f8c74711c,Raquel Novaes,1950-07-14,898.935.220-55,15619224,Pimenta,MG,Brasil,F,41 5668-1106,89893522055@exemplo.com.br,2023-08-18
563e9c7c-9111-481b-bd0c-74b72c59198a,Dra. Ana Vitória Santos,1994-08-04,298.782.324-67,93988-625,Rezende do Galho,RR,Brasil,F,+55 (081) 3224 0244,29878232467@exemplo.com.br,2024-08-02
da4d3a01-4521-4435-aa9e-fb9fadaca72a,Isabella da Costa,2006-06-22,044.117.447-11,22750-446,da Cruz,TO,Brasil,F,71 5287-3065,04411744711@exemplo.com.br,2023-07-09
1493e280-402f-440f-b7b0-07755b8bf7ba,Luara Rocha,1945-06-15,275.893.800-54,95304-516,Costela da Mata,RJ,Brasil,F,0300-804-3769,27589380054@exemplo.com.br,2023-07-24
0ded95b2-9fbd-4f69-bbfe-ca03797deda1,Sra. Sara Alves,1995-07-02,036.621.338-18,60373-944,Cardoso dos Dourados,BA,Brasil,M,31 0940 3111,03662133818@exemplo.com.br,2024-12-29
8eef06b4-b614-4d70-91e9-0a429dbe1744,Sra. Juliana Montenegro,1965-12-07,452.224.846-90,92560386,Caldeira dos Dourados,PI,Brasil,F,+55 81 6888 7939,45222484690@exemplo.com.br,2024-04-13
a52c9788-7aff-4605-8dc6-2d90d8004a33,Luigi Albuquerque,1986-07-12,949.396.618-32,54745-280,Jesus,SC,Brasil,M,(051) 3687 6154,94939661832@exemplo.com.br,2025-05-10
bdd26664-07a2-45f9-a2e7-bb0a4758dcf1,Hellena Vasconcelos,1946-10-31,972.872.287-28,61876651,Moraes,GO,Brasil,F,+55 51 9192 7414,97287228728@exemplo.com.br,2024-11-06
b227cc2e-6fca-4af2-a4ac-68b1ba2ff572,Vitória Marques,1982-04-15,801.056.135-21,58734996,Pacheco,RO,Brasil,F,(041) 4814 3394,80105613521@exemplo.com.br,2023-09-28
5b63e669-f70f-453f-93d6-4443e89f28e6,Luigi Silva,1952-07-20,575.146.085-13,56600660,Correia,PR,Brasil,F,(051) 1377 3953,57514608513@exemplo.com.br,2024-03-27
626e6a6d-e7a5-4d8b-9d63-659353925b7f,Dra. Luiza Porto,1942-05-19,356.855.798-75,69025717,das Neves,PE,Brasil,M,+55 84 4848 5064,35685579875@exemplo.com.br,2024-07-17
e352649d-3b02-4bfd-b63c-15ab81f9eb18,Clarice Novais,1941-06-10,531.549.804-80,90902-422,Casa Grande,ES,Brasil,F,+55 81 6755 6705,53154980480@exemplo.com.br,2024-02-28
d846a1bd-e899-4a55-8563-26b63bec203d,Heitor Campos,1934-09-15,995.813.488-68,87343236,Barbosa da Serra,AL,Brasil,M,(051) 0808-0736,99581348868@exemplo.com.br,2023-06-25
a983feb2-1e09-4d4c-b2f8-ebea409f1cbe,Ana Júlia Rios,1943-02-01,494.936.489-15,00161032,Souza da Mata,PB,Brasil,F,(051) 5254-6507,49493648915@exemplo.com.br,2025-03-05
5d149320-2eba-41cf-8e7a-57b228e697e4,Valentim Vieira,1952-01-19,197.197.318-53,19475457,Vargas,AL,Brasil,F,+55 (021) 6228 9649,19719731853@exemplo.com.br,2023-06-29
1f3d7bd9-fa6f-4185-8699-c142c80991bc,Camila Moreira,1981-08-25,632.521.307-15,06801-216,Lopes de Monteiro,SP,Brasil,F,+55 31 2447-8224,63252130715@exemplo.com.br,2024-02-04
6f890933-584e-44dd-97e6-af54e841ae4f,Stephany Ferreira,1938-05-26,195.391.781-11,95348137,Ramos,CE,Brasil,F,+55 31 4326 6875,19539178111@exemplo.com.br,2024-10-27
69f37d92-ab31-4f62-81d3-ce7495a1734a,Evelyn Siqueira,1997-12-02,334.438.977-09,09149384,Freitas da Mata,MT,Brasil,M,0500 561 9012,33443897709@exemplo.com.br,2025-04-29
672a1ace-0d1c-4b06-9574-bf2b4f153575,Luiza da Costa,1981-04-15,695.469.488-10,72758-273,da Paz de Cavalcanti,GO,Brasil,F,11 6162-6793,69546948810@exemplo.com.br,2023-07-11
3c466887-e47c-41ff-a076-cc938a239e43,Sr. Calebe Sampaio,1956-08-25,752.658.988-45,05030-424,Lima,RJ,Brasil,M,(061) 6117-7725,75265898845@exemplo.com.br,2024-01-11
6b77f217-865e-4b48-a606-16991a44a936,Luiz Gustavo Gomes,2000-10-20,069.946.908-96,86100444,Rezende Paulista,CE,Brasil,M,0900 811 0252,06994690896@exemplo.com.br,2024-02-29
a08f2f9f-f3fb-4922-bc1c-fb81a13efbb3,Milena Pereira,1976-05-11,606.337.095-04,10995-741,Pastor,GO,Brasil,M,+55 (031) 3085 8564,60633709504@exemplo.com.br,2025-05-17
12f0bdb5-3039-4fc0-ba62-5bc5bf08d44e,Léo Andrade,1984-01-09,483.814.246-95,42754-307,Macedo,PA,Brasil,M,(061) 3006-9712,48381424695@exemplo.com.br,2023-06-14
9406bf56-7f51-4eb7-985b-70718a500990,Sarah Macedo,1988-06-04,916.970.364-51,41469-640,da Costa do Norte,SE,Brasil,F,+55 81 2102-3904,91697036451@exemplo.com.br,2024-09-24
2daa217e-c5cf-487d-9f4e-e38fdef00279,Dra. Lunna Lima,1985-07-31,866.838.371-92,00773532,Nogueira,DF,Brasil,F,+55 (084) 9260-5723,86683837192@exemplo.com.br,2024-05-07
541c65cd-ea35-4036-ac2a-703d401cb4f7,Amanda Carvalho,1995-05-24,642.323.501-97,88772444,Andrade do Sul,GO,Brasil,M,+55 (071) 9280-8319,64232350197@exemplo.com.br,2024-07-04
64d64647-ec30-4661-8057-824a2e08a0c8,Yan da Mota,1970-03-07,701.664.478-44,47675858,Azevedo da Prata,AM,Brasil,M,21 3352 3078,70166447844@exemplo.com.br,2024-09-16
e263c765-f869-47b6-960c-7f2e3e994953,Thales da Cunha,1976-01-03,027.632.410-31,93955510,Pacheco,AM,Brasil,F,(071) 3270-9422,02763241031@exemplo.com.br,2024-12-19
0778fadc-4fa0-48cc-a55a-8770ac0729c5,Caio da Mata,1940-08-11,919.355.327-30,22619-737,Moura do Amparo,RS,Brasil,F,81 4850-7436,91935532730@exemplo.com.br,2024-05-23
c1586838-1651-4814-815c-1246faaa2d63,Luiz Henrique Guerra,1983-10-24,297.714.845-86,89014-374,Carvalho,PB,Brasil,F,0500-527-6303,29771484586@exemplo.com.br,2023-07-09
dd9a4499-3a67-43bc-97c2-9f73314a34c6,Valentina da Conceição,1991-05-15,345.509.045-44,44200594,Santos,PI,Brasil,M,+55 (084) 3166-7129,34550904544@exemplo.com.br,2024-03-16
8c358521-383f-4942-aeea-c170c7ba9183,Pedro Henrique Rezende,1959-07-30,774.226.890-48,14966-678,Vasconcelos Paulista,PE,Brasil,F,11 3246 9318,77422689048@exemplo.com.br,2024-05-22
48e3b44b-0545-4a99-a1a6-c4e597e10a81,Sr. Otto Silveira,1969-10-04,530.623.579-23,71177-745,Pereira,RS,Brasil,F,+55 (031) 3960-9678,53062357923@exemplo.com.br,2024-03-05
c3997753-df7a-4b0c-9be8-9ce9df4f3f10,Zoe Costela,2000-05-20,987.984.615-57,78771-707,Costela de Minas,RR,Brasil,M,51 5597 5243,98798461557@exemplo.com.br,2025-04-02
fa9eb6fa-d4c4-42a3-b66a-8d4609f67d7c,Srta. Maria Laura Jesus,1967-05-08,031.248.557-82,41627-527,Pacheco de Vieira,RJ,Brasil,F,+55 84 5403-9430,03124855782@exemplo.com.br,2024-05-11
862d2de8-027c-42df-afbc-881594dd2033,Nicolas Porto,1962-12-11,102.012.637-58,61562606,da Mata,PA,Brasil,M,51 4922 5003,10201263758@exemplo.com.br,2024-11-21
45b23454-a383-4e99-a532-05f7aeeb3a63,Davi Miguel Marques,1947-06-10,536.249.888-39,30397-930,Sampaio,AP,Brasil,M,+55 (084) 8319-9175,53624988839@exemplo.com.br,2025-05-31
907b960d-e820-45bd-907a-e60a32b82aab,Asafe Monteiro,1965-12-23,334.155.559-12,14893-297,Aragão,ES,Brasil,M,0500-254-1803,33415555912@exemplo.com.br,2024-06-02
b0db3ec7-d144-4012-a130-e3ed07eb8236,Dr. Samuel Pimenta,1986-05-04,615.968.531-49,68334133,Fonseca da Mata,TO,Brasil,F,81 1577 1942,61596853149@exemplo.com.br,2025-03-29
a4bfcae1-bdc7-4388-8f7a-ec56b07b36cd,Isabella Barbosa,1941-01-12,979.770.473-77,03131-129,Mendes da Serra,ES,Brasil,M,81 6148 4538,97977047377@exemplo.com.br,2024-08-09
1db547ba-d0cf-470f-a843-a8039443f10a,Luiz Otávio Montenegro,1947-06-23,056.669.372-05,26609123,Gonçalves,BA,Brasil,M,31 5075-8938,05666937205@exemplo.com.br,2025-05-10
d0590cb7-8361-4fc4-aa8c-a1f9dd753e2d,Sra. Julia Fogaça,1961-03-08,586.188.896-48,63926-984,Ramos de Oliveira,SP,Brasil,M,(061) 0160 5919,58618889648@exemplo.com.br,2025-02-18
c693f834-8f62-48a4-bd7c-bcdefbafeef9,Sr. Murilo Rios,1959-10-02,300.393.706-01,97203200,Silva do Oeste,MA,Brasil,M,+55 31 6209 6655,30039370601@exemplo.com.br,2024-10-15
7579f10b-729b-4c38-a795-27406516b839,Pietra Araújo,1937-12-12,059.521.132-87,00984-290,Fernandes de Novais,RJ,Brasil,M,(011) 2405-2076,05952113287@exemplo.com.br,2025-03-06
7870336f-f5f6-41e8-b7d2-ffcc0bf06e73,Dante Pastor,1988-05-20,353.919.296-81,59213698,da Cruz de Minas,AC,Brasil,M,+55 51 2712 9624,35391929681@exemplo.com.br,2025-02-25
0e120ed8-4287-41eb-9a4e-21318e7a519b,Kamilly Lopes,1959-07-09,501.808.989-79,76513140,Alves,PR,Brasil,F,(071) 6532 9152,50180898979@exemplo.com.br,2023-11-16
f29c70d4-d205-4741-b68f-4e8e58cf5959,João Felipe Vargas,1938-08-26,200.747.120-28,64219-651,Marques,BA,Brasil,M,+55 (051) 5079-2689,20074712028@exemplo.com.br,2024-04-22
